ID,Mass,RT,22-72b1-silique-NL-0V,22-72b1-silique-NL-10V,22-72b1-silique-NL-15V,22-72b1-silique-NL-20V,22-72b1-silique-NL-25V,22-72b1-silique-NL-30V,22-72b1-silique-NL-35V,22-72b1-silique-NL-40V,22-72b1-silique-NL-45V,22-72b1-silique-NL-0V
2726,726.3225,8.81,23311.91075,21107.5534,23396.41244,15798.42176,9006.558283,4283.072997,3999.23175,3492.731981,3830.215638,23311.91075
2727,702.3737,10.59,20743.59962,21540.87054,22916.08116,22419.34507,21513.66162,14740.01903,8485.090904,7084.097415,5180.081617,20743.59962
2728,517.1726,2.76,10652.89231,8382.550447,2352.907117,2828.961914,1370.019799,1960.276739,1900.105098,1255.035389,1019.382685,10652.89231
2729,368.1125,0.9,13886.65846,14383.78749,10262.03847,9331.565599,3443.074131,1709.132484,1,1383.036395,1,13886.65846
2730,708.3561,7.96,14800.36471,19021.6875,17489.85004,30760.10676,13617.43048,5501.694286,4806.227366,4357.93457,1904.885449,14800.36471
2731,724.4305,15.42,18044.56661,22005.73467,25585.68002,30387.41241,23822.36024,17542.95974,12069.14887,9159.601783,9384.279816,18044.56661
2732,1038.5515,11.12,23203.81348,25527.82367,26593.70035,25866.85999,26715.7125,18022.28609,20737.79043,15835.17658,8239.232125,23203.81348
2733,280.2398,13.08,7380.826593,11980.4367,55503.78574,33266.6173,125540.4955,67784.58292,59844.98438,64790.14906,39896.38086,7380.826593
2734,462.21,7.16,17980.93511,1,2696.812248,2399.842911,1,1881.100747,1,1,1495.987663,17980.93511
2735,528.2927,12.44,3899.562821,10929.82937,1,1,1,25731.78683,19256.26191,9984.280523,5102.802057,3899.562821
2736,398.234,14.21,19123.87625,27920.13159,25859.53932,18239.14089,8808.704538,4442.542808,3444.347051,2696.890058,9165.67839,19123.87625
2737,330.0951,2.12,684238.8592,423672.668,305388.4185,181600.2628,96732.36309,37177.28271,17027.59512,9483.339733,6462.033425,684238.8592
2738,786.2203,4.21,21764.05565,26733.37479,26076.62928,24231.07858,19945.07657,16745.17019,11723.21656,12977.54511,7718.286092,21764.05565
2739,118.0418,3.35,9364.053766,22539.76172,33377.08203,29550.22029,19981.52439,27798.85886,45601.92486,66654.47871,91317.80102,9364.053766
2740,718.1138,5,24831.65273,15636.98047,17124.17578,29889.02539,29650.37695,14604.18555,7092.472839,5652.442383,3628.583008,24831.65273
2741,844.4799,11.51,25171.45489,11502.75925,1,6919.077382,4259.344746,1,2986.184318,1,2113.997191,25171.45489
2742,310.2143,9.01,1,12023.79154,59877.27501,90734.00287,63057.22381,28917.00838,19248.86759,12251.25316,1,1
2743,386.1558,3.18,19647.55314,1,1,5031.731169,1,3495.400823,2596.975665,2169.202304,1,19647.55314
2744,426.1092,3.33,15452.08963,8630.005993,7901.517143,4655.070702,9884.263672,5377.68636,5781.821773,4764.308791,3918.199041,15452.08963
2745,340.2222,15.19,30332.91171,20657.86247,11071.21449,13230.29815,18227.67134,21456.74966,21336.79172,20816.30795,22276.99204,30332.91171
2746,380.1649,15.7,34028.76135,33426.23247,30675.55667,19385.8031,15336.63211,15015.05551,15396.38799,13081.24935,13043.33205,34028.76135
2747,590.2931,8.02,17565.28574,1367.40332,1,1,1,1,1,1,1,17565.28574
2748,265.0948,3.69,7219.083007,15053.40372,40427.88488,121907.0183,184673.1197,226757.4494,193422.9961,136690.9179,78397.52985,7219.083007
2749,932.2606,3.89,28821.41506,71178.98198,3179.990761,3269.51387,2902.070167,2259.985393,1813.323054,2288.603629,1566.629853,28821.41506
2750,899.5285,13.13,27619.25411,19501.34497,1,1,1,1,1,1,1,27619.25411
2751,464.0948,3.23,11275.2193,7237.119919,5028.684741,124475.7951,1,462156.5402,463547.1543,362885.6298,263629.001,11275.2193
2752,1081.2273,0.94,26486.6909,24392.55317,21292.18384,14288.09198,12041.10352,8899.644531,9931.689453,9925.633789,9194.474609,26486.6909
2753,678.14,3.48,14187.39084,7660.271007,5458.948683,2670.976169,3398.340609,3100.514935,1,1,1,14187.39084
2754,650.3146,11.45,21323.28364,20776.37843,16374.86984,9594.269626,4508.396213,2601.947588,1876.840099,1490.999511,1793.358005,21323.28364
2755,882.4971,16.99,21705.44204,22909.3471,24001.04547,19855.9795,12294.23168,8060.350725,6631.045373,5844.637013,5952.236362,21705.44204
2756,425.153,2.17,11059.01732,1,1,1,1,1,1,1,1,11059.01732
2757,103.0634,0.89,10513.91592,21642.8719,15208.87905,8335.009588,6246.088368,6928.732019,6967.655999,5427.353561,4157.786588,10513.91592
2758,527.236,2.07,11624.90723,2059.13413,1,1,1,1,1,1,1,11624.90723
2759,592.1209,3.49,24053.17592,25622.62146,20475.79947,18725.89329,16843.38388,16083.7928,15454.10071,13539.5226,11459.61345,24053.17592
2760,410.2428,14.37,42799.87927,32133.31937,18946.85534,11410.15001,14149.58671,13369.68508,11125.37558,9073.771844,6463.281211,42799.87927
2761,1048.7043,15.18,22990.5,21319.45703,13910.20313,4954.419922,1314.895264,1,1,1,1,22990.5
2762,810.476,11.28,60540.50512,138281.31,127751.7348,82755.73498,43499.18202,19875.03781,9297.494639,7962.744644,7108.132129,60540.50512
2763,619.0561,6.36,23211.68643,13560.11695,4925.539337,1497.737793,1,1143.311035,1266.141357,1,1,23211.68643
2764,414.1292,1.41,12246.41618,4512.811018,1868.647165,1085.675748,1,1,1,1,1,12246.41618
2765,786.3951,12.77,20912.55115,16560.63159,17350.62134,15502.85848,7160.037878,4195.928351,3772.581152,4909.001769,4517.382502,20912.55115
2766,826.4258,12.61,21616.35632,21081.78681,17600.93519,13005.29513,8662.685811,4569.889634,3178.84943,3203.858806,4723.845521,21616.35632
2767,658.2601,6.99,20991.23555,23673.42767,17605.80048,12950.16406,8072.057309,4908.979355,4512.457256,5523.926027,5350.894934,20991.23555
2768,446.1211,3.66,17383.11148,14880.6004,7546.343358,1,2325.196548,3874.773093,6534.249548,6229.013142,7161.538597,17383.11148
2769,904.5149,16.5,24923.48509,4177.265184,1724.334099,1,1,1,1161.963692,1,1,24923.48509
2770,1016.3123,4.7,58710.30504,47888.61103,23077.74833,14288.11429,11974.53508,10306.53137,11215.25245,13711.1259,9702.104408,58710.30504
2771,342.2406,9.46,13696.37225,17226.94558,12105.18928,5692.78784,11163.20557,6857.305677,8272.261277,6575.367891,1,13696.37225
2772,126.0316,3.91,19106.57631,11991.17705,19531.79801,28226.51869,31079.04466,41714.27967,86678.5625,137393.8992,173619.5637,19106.57631
2773,200.1048,6.19,13639.53828,29485.81234,19847.36824,10674.30204,4330.667742,2870.041768,2020.099243,1905.333884,2124.425085,13639.53828
2774,776.3742,11.81,19928.57941,14836.22506,12906.82776,8582.890993,3173.596517,1,3563.795894,2369.699407,2140.197815,19928.57941
2775,305.9997,1.19,11400.81206,18734.00781,16593.93714,28980.00586,14380.54102,5001.964844,2395.013672,1974.001587,1,11400.81206
2776,472.1134,6.3,6622.414704,1210.685669,1,1503.183311,1646.364713,1659.346357,1893.994873,2070.154785,2066.392334,6622.414704
2777,466.2324,8.67,10774.27703,10873.9698,10474.58933,7276.592681,4209.75501,3426.280465,2259.427402,2083.32934,3272.292835,10774.27703
2778,266.1894,12.48,3198.524902,3946.3289,12721.73624,26669.27864,1,1,1,38055.04646,23525.803,3198.524902
2779,178.0992,12.3,1,4417.214261,11076.92239,19851.20241,22432.46617,17062.72498,14813.36462,11010.72411,10997.75346,1
2780,826.5053,12.27,20663.8974,36326.80539,22617.76192,9066.196525,4890.485425,3164.204272,2219.090321,2011.700167,1701.158703,20663.8974
2781,117.0248,4.48,1,1,1486.597735,5603.024982,12678.45996,16600.28711,18748.89453,23240.15049,22455.15865,1
2782,940.7129,5.75,19159.31499,18770.43555,19119.80078,18698.05469,18820.28125,21161.12695,17076.06836,13915.1875,9517.413086,19159.31499
2783,828.4417,13.46,29965.4526,23905.76997,20722.0156,20063.98762,11757.80201,5079.05824,1,6373.331464,5932.567075,29965.4526
2784,356.1104,3.62,50827.10375,25732.04814,11279.96541,9748.494826,3922.849684,9562.393572,8941.046209,2265.625142,3002.792605,50827.10375
2785,1000.5595,12.01,1,26346.95704,25400.95971,23044.48649,14084.08354,10720.98062,5828.683906,5700.90387,1,1
2786,186.0292,10.51,2268.470703,15516.98784,23894.3772,25801.68422,25683.85264,20486.49072,16602.55723,13816.58313,11080.92291,2268.470703
2787,608.3038,9.26,18452.3601,2219.26877,1,1172.914553,1,1469.694036,1,1,1,18452.3601
2788,484.1114,2.72,23544.32595,2964.222335,2725.893314,1,1693.398438,1822.75634,1,1077.862432,1,23544.32595
2789,976.5954,17.27,31006.69345,8612.386352,3061.917435,1003.9573,1,1,1,1,1,31006.69345
2790,424.1859,4.27,13669.22824,7289.167396,2949.725566,1,1517.690063,1,1,1,1,13669.22824
2791,398.1231,0.92,13611.60831,16359.10621,10273.70819,7001.169317,3370.444678,1500.365234,1,1,1,13611.60831
2792,392.0864,2.89,10753.10478,3060.607157,2113.184986,2090.930033,1558.166707,1,1,1,1,10753.10478
2793,412.2091,5.25,9706.385609,49652.13478,34748.79853,18216.55184,16791.77453,25608.57348,39224.11737,47229.18378,44556.4374,9706.385609
2794,820.4999,18.28,7332.7006,5687.9754,3085.291512,2238.463639,3458.045342,3123.83173,1878.504796,1350.529007,1,7332.7006
2795,341.1334,1.4,21248.69664,22926.93959,19236.12044,14040.38667,10612.53906,8756.644531,9822.341797,8205.570313,8462.379883,21248.69664
2796,310.1082,5.01,13264.42225,12318.17337,9735.301092,5739.5922,1,2047.543979,1,2888.473348,2072.207652,13264.42225
2797,790.4104,13.27,31202.94836,23552.63321,24136.31314,15807.84926,4255.789041,3773.793937,2570.632692,3165.123737,3397.33589,31202.94836
2798,452.1106,4.69,3192.601403,17415.09742,38684.01563,45487.88254,34045.00224,21136.89439,18850.26914,17183.66726,16240.62569,3192.601403
2799,224.141,7.65,2423.799178,16542.51059,35694.23826,53980.13936,47624.53683,103024.1594,49834.09163,46558.57771,52777.13531,2423.799178
2800,810.1038,5.83,26258.15234,3534.910645,1608.677734,1728.309692,1377.91626,1,1,1,1,26258.15234
2801,1068.5447,13.71,21968.53028,10439.90471,6166.263679,3251.244141,1722.787109,1,1664.25906,1229.962065,1,21968.53028
2802,480.2486,9.59,94543.81567,97645.57316,74271.61408,33528.84604,16936.42225,4773.396503,13104.18129,13207.55563,12229.3293,94543.81567
2803,522.2092,4.79,26547.9708,14128.99333,7029.54231,31716.48198,31890.3077,20636.57525,9309.406718,4933.621793,4040.599508,26547.9708
2804,131.0583,1.32,14665.00977,8157.395127,6692.059082,5815.497559,4321.551758,3517.063216,3395.100586,2641.814453,1493.949951,14665.00977
2805,856.4732,14.15,27823.61007,35312.00413,25128.43484,28304.68856,11801.39201,6186.476128,4794.777898,5264.520013,5121.12894,27823.61007
2806,450.1523,5.5,9603.199732,32580.98226,20787.96959,11207.65745,9578.029218,12618.10941,19605.06314,20614.17455,15220.93077,9603.199732
2807,356.2196,8.91,14760.77051,6882.285156,2313.824185,1298.648315,1,1,1231.929688,1036.325806,1,14760.77051
2808,263.0642,0.99,13577.8775,10933.99292,9839.583603,11438.74395,11894.69067,12141.00781,9935.926898,8868.296838,8738.71855,13577.8775
2809,1049.8741,3.64,14994.35254,8851.503906,2985.054199,1,1,1,1,1,1,14994.35254
2810,942.4813,11.77,34932.42339,19710.55557,1,3025.666992,2560.191505,2712.289666,2395.082637,1,1,34932.42339
2811,308.1986,11.31,14144.39066,5313.673342,7675.372965,6888.919494,12325.30689,11810.31847,11687.19968,8213.318059,9411.373395,14144.39066
2812,379.0068,7.69,19607.61133,14397.36133,4643.241699,1327.993896,1,1291.165283,1,1,1,19607.61133
2813,714.1633,4.41,27909.65527,6594.37558,4321.814065,3922.216448,3633.216839,3503.057657,10175.33158,3052.577963,4644.86175,27909.65527
2814,730.3233,10.7,15627.99296,19055.33848,19739.00343,18011.0943,16257.31923,15900.45839,19629.77578,16942.52991,11302.07136,15627.99296
2815,290.188,11.69,3916.264791,15349.66003,11167.84199,10538.3235,20885.79239,28484.40414,25381.13094,26914.92419,25513.73262,3916.264791
2816,934.0741,3.04,20343.72739,23888.68759,25344.96507,25021.39854,21113.3351,16653.77261,13958.30965,13448.15039,12695.91016,20343.72739
2817,478.1166,3.75,43025.03472,51346.72102,18646.53767,44098.91343,51054.64792,41085.57819,27645.03124,19952.4744,14704.31277,43025.03472
2818,648.1276,3.94,34613.20285,3635.831294,2433.770126,2269.837952,2022.715972,1933.062138,1941.433278,1372.966205,1349.651838,34613.20285
2819,385.1215,4.09,1,1,1,1,1,1,1,1,1,1
2820,792.4656,14.08,338724.4005,318900.1184,224637.8932,111340.5673,21492.30869,14587.34705,13848.7056,10095.30693,5287.537703,338724.4005
2821,390.1886,3.9,13195.584,14841.62483,16369.40446,13460.47186,8384.31716,6418.037423,4088.708856,5420.059036,3637.310977,13195.584
2822,592.1515,3.85,9507.991082,16716.90621,29644.4261,33562.78028,35254.05855,27091.63974,16159.96634,12075.10838,11222.58796,9507.991082
2823,1036.5361,12.87,31628.98072,25545.85673,32374.79258,19551.11133,22884.50596,17895.94388,11142.81721,9737.72484,6484.026859,31628.98072
2824,334.1544,8.61,8184.392661,1,1,1,1,1,1,1,1,8184.392661
2825,422.1701,3.99,13913.59102,6065.25268,7165.34654,1,1,1,1,1,1,13913.59102
2826,292.2036,13.93,4270.910819,71505.00327,27791.8618,90813.98154,139965.0859,223103.3506,229689.3341,252084.4664,237719.8286,4270.910819
2827,316.9094,2.55,12992.53516,6171.602051,1712.668701,1,1,1,1,1,1,12992.53516
2828,420.0482,6.84,31356.16406,21309.4247,11593.87433,12168.8961,11958.11258,12699.1006,11391.60609,11559.82715,12647.4209,31356.16406
2829,984.1229,4.48,19815.10005,20561.36791,18638.26215,19350.30435,19653.02539,11257.52167,11972.30762,13983.07422,12127.48047,19815.10005
2830,354.0944,6.71,12853.30076,2319.629883,2742.509536,1,1,2049.633802,1,1791.806641,1813.756538,12853.30076
2831,842.5015,12.11,45234.46571,19912.72089,18234.13458,14312.92029,3626.463944,5308.220821,2868.482613,2500.577352,2252.849291,45234.46571
2832,790.5221,16.51,22221.38752,107505.9626,87595.26212,26138.21938,6268.520964,3924.790309,3605.051697,6018.77948,6019.558845,22221.38752
2833,348.1781,5.56,18002.87973,22625.70538,16122.75001,11424.91065,9171.352633,8049.016121,6939.113728,5372.42118,4272.848277,18002.87973
2834,468.163,4.63,1,17013.79014,16775.37658,10383.09071,8159.135694,8957.678186,5951.471752,5667.53689,4117.475207,1
2835,398.1421,8.57,1,4442.719534,13796.89572,29195.05856,29470.79617,20830.14891,77446.73062,42440.73556,21698.53616,1
2836,175.9632,5.25,3335.753741,8884.354809,14002.54515,14166.86435,16663.4469,16221.41266,14041.25345,12767.22649,11743.11858,3335.753741
2837,506.0584,5.33,8589.283203,8990.183594,7100.910645,5802.097656,6483.697754,4814.840332,3827.2691,3492.285156,2599.296875,8589.283203
2838,484.2433,6.75,1,17743.6577,13321.86491,7944.819413,9198.333146,7912.859189,4023.308535,6356.360759,4933.335396,1
2839,500.9203,4.96,13412.52597,4734.232803,1360.099731,1,1,1,1,1,1,13412.52597
2840,493.1107,0.97,20122.40602,4711.167265,12446.04368,10203.55247,13123.45227,11588.81677,12808.28925,8176.300799,11218.86158,20122.40602
2841,776.4336,13.55,18588.60744,41794.78232,49186.92942,43951.24359,36856.86007,19549.9424,11488.89286,5173.284904,3848.812978,18588.60744
2842,786.4013,11.81,27165.3543,20098.9617,10619.28259,10762.69299,9134.55388,6063.857389,5978.704599,4214.826778,3012.062817,27165.3543
2843,810.5036,19.41,39133.43199,38729.20704,30747.38124,17456.74711,4568.236486,3923.324945,5085.76619,6367.695693,6077.932129,39133.43199
2844,438.1297,0.94,14535.35761,16099.89844,11869.60352,6183.458496,1185.957662,1057.415771,1,1,1,14535.35761
2845,865.4819,14.92,33348.15967,28663.24896,11647.31457,40170.31267,40269.44563,42943.87136,4269.963574,32657.41958,4624.900023,33348.15967
2846,228.0037,1.12,13733.85132,1210.536255,1,1473.170898,1,1,1,1,1,13733.85132
2847,322.1084,3.53,49621.07694,28977.26182,14862.30355,11732.3683,12246.22932,10004.41203,8726.400823,7558.522026,5202.850129,49621.07694
2848,872.4547,13.55,26069.271,34700.08164,27915.37041,18772.47495,9034.113035,4891.723695,5237.036846,3645.656204,5627.749362,26069.271
2849,956.2573,5.16,15786.53029,21214.48818,19364.55987,21336.92601,19122.37725,20950.77412,19961.89569,12064.299,7451.010567,15786.53029
2850,954.5539,16.99,88844.18829,47284.50371,16088.65904,4572.375335,3006.153323,1982.866,2397.89401,2393.435059,2349.934163,88844.18829
2851,528.0172,3.04,33421.84234,26903.91406,22875.86328,23656.59961,24227.07422,23586.09961,26725.96875,19936.76758,19318.75195,33421.84234
2852,380.2406,3.87,13622.24709,13673.90811,14879.49462,12979.50587,11305.55787,7241.617225,3966.203613,3009.080811,1910.265869,13622.24709
2853,351.0849,0.99,86590.55531,77906.49376,56967.21754,24858.58393,7414.283594,2400.59719,1,1,1,86590.55531
2854,582.28,9.01,11769.05681,8159.899324,6371.5885,2507.688583,1672.397835,2246.665039,1184.480556,2434.168104,2293.538014,11769.05681
2855,446.2067,10.22,87394.65404,80166.07247,32462.97717,17822.49016,10290.26325,12081.41456,14981.91193,12603.6886,11348.7976,87394.65404
2856,768.3925,10.88,1,1,3601.315953,2601.956554,1,1,1,1,1047.097721,1
2857,1074.2065,3.06,27430.84254,26663.77086,20094.06944,13196.20948,7016.008637,5836.977214,5635.074586,5532.609042,4858.632817,27430.84254
2858,548.2825,5.97,7589.346539,20750.95244,19677.35901,16806.37748,13292.35976,7421.609215,4649.597304,2576.194049,2877.246107,7589.346539
2859,1032.5852,12.1,35452.23494,23579.99847,16609.52893,7834.558275,4069.765423,6718.125823,5618.846368,4839.433187,3155.148342,35452.23494
2860,778.2373,1.45,14743.00441,19350.60834,9479.812815,19013.00673,16824.71903,15945.04266,12489.43038,8538.404063,7314.157118,14743.00441
2861,594.2879,4,14980.15241,37428.52002,30729.72422,17434.45699,7986.914342,8270.812474,6612.872741,5838.594715,6593.748793,14980.15241
2862,984.5645,14.93,13084.48008,8580.562012,4778.10093,1,1,1,1,1,1,13084.48008
2863,264.1722,11.27,11903.89844,11979.52576,19596.95431,31872.33809,52495.26363,63730.85455,61284.53106,58014.31041,49770.25526,11903.89844
2864,1012.5217,11.16,23377.20657,19864.19688,15782.5071,9724.428155,7266.180175,5678.636569,3339.429616,2696.959405,2140.670066,23377.20657
2865,388.173,3.72,19756.1929,23627.55899,20460.18205,12507.11095,10183.01716,14443.8129,5879.988439,9949.029262,9757.456221,19756.1929
2866,375.0672,2.01,14564.1357,13400.954,10804.75202,5662.932294,5023.263805,4704.837888,4335.056676,3637.896456,4049.766506,14564.1357
2867,748.4027,12.79,12341.93303,33020.18833,43653.49277,33201.36251,26433.3358,10736.62401,10866.08744,7009.645204,4368.415008,12341.93303
2868,1075.2279,4.47,56007.2486,37589.78661,21940.68944,11583.2869,12078.24928,12245.22461,11202.51758,11998.34315,9859.812634,56007.2486
2869,446.0845,5.33,11749.65748,25137.94712,21596.3974,20762.92898,16068.49182,15864.49465,15575.45166,11094.68433,9593.441898,11749.65748
2870,552.1837,4.14,14532.35289,10053.70503,5596.214839,12785.43567,7070.628591,3433.060732,5132.638105,6320.648888,6897.412158,14532.35289
2871,874.4832,14.57,24962.86386,27734.22103,21876.3813,15995.48078,6303.048867,3440.623666,2614.40679,3053.491013,3843.498047,24962.86386
2872,825.4933,15.8,1,1,1,1,2045.236794,1898.670405,2813.021566,3084.230309,2869.514714,1
2873,274.1779,5.93,23279.53392,20054.93113,11872.0816,6119.868866,3579.693769,1627.533885,2518.596632,1995.719931,2422.210596,23279.53392
2874,830.4568,12.69,23848.39624,23968.42627,22673.7383,18952.67528,9239.248761,5110.506561,4202.966463,5097.709314,4432.466073,23848.39624
2875,166.0623,4.43,2363.536819,5011.511449,1,12014.82139,22928.88256,29845.28035,31669.09313,24094.65864,22523.12247,2363.536819
2876,176.032,4.77,10391.20915,19114.5232,15916.79748,14417.93074,11379.48812,8657.893133,7239.151627,6257.188701,5587.199244,10391.20915
2877,254.1001,7.9,7682.273258,102152.8841,87399.81854,53629.74962,37001.37583,21824.64375,12126.20986,6242.620987,3311.770817,7682.273258
2878,416.277,11.87,38528.86557,1091.439575,1,1,1,1,1,1,1,38528.86557
2879,130.0148,0.84,10988.45042,8238.654439,6927.940754,9024.808317,7476.292573,7134.708951,5736.126042,5894.995821,6051.406281,10988.45042
2880,191.034,3.66,20650.97015,50748.28553,44044.23219,48168.92073,133013.251,253939.9156,320313.4295,295502.4843,228888.9921,20650.97015
2881,292.06,1,19457.04102,18899.98047,12576.7168,6790.004395,1979.772339,1229.247437,1,1,1,19457.04102
2882,621.0529,6.37,18389.98677,9000.88654,3672.439708,1262.361816,2089.689697,1,1,1,1,18389.98677
2883,642.183,7.07,34218.02397,20015.49479,5557.536479,2017.210778,2414.379587,2107.568338,2097.303691,2498.129803,1757.785802,34218.02397
2884,456.1262,6.64,15921.00519,4604.659237,1840.211868,2483.008435,2068.631487,1822.964722,1811.921432,1779.770703,1441.321289,15921.00519
2885,344.1833,8.68,11020.20065,1,1,1,1,1,1,1,1,11020.20065
2886,210.9971,5.13,1,2518.928223,7625.104492,22241.80742,28570.51629,21868.67773,15952.3585,12228.43848,11878.03223,1
2887,294.2194,13.67,1,47940.98211,97263.8155,94855.68876,78053.73196,143709.5537,130055.2642,183754.6412,132875.8867,1
2888,730.3368,9.21,28372.94051,28939.42398,33808.81608,20791.11537,15943.92477,6402.953327,5811.28554,7230.025239,5773.773499,28372.94051
2889,890.4781,13.8,15549.58042,21475.38011,17899.19483,8752.732588,6241.832043,17161.86292,19283.40044,21150.62994,24792.60466,15549.58042
2890,762.455,16.62,23789.52599,23958.88351,24551.94835,17368.32602,12113.02661,7426.515685,7855.05494,5894.096133,7485.399333,23789.52599
2891,412.2455,10.9,11174.17593,1,1,1,1,1,1260.038818,2160.623047,1,11174.17593
2892,1012.559,15.39,23696.60181,16323.42532,8148.003903,2221.35775,1,1,1,1,1,23696.60181
2893,545.9731,12.25,19685.80902,5630.871516,4639.999419,3479.668865,3519.688284,2465.625298,1782.2146,1408.137387,1,19685.80902
2894,582.2805,8.89,8488.316557,9018.453802,3964.165108,1641.92897,1667.722156,2246.665039,1451.976607,2434.168104,1753.062914,8488.316557
2895,464.1012,2.08,20423.17969,19952.46875,7828.416992,5550.678845,2768.629652,2431.876525,3063.130531,1837.77157,1550.553082,20423.17969
2896,742.4409,14.8,9109.829439,23551.61492,7986.851371,29573.51418,24118.29357,21210.58846,10770.77899,7942.784912,7468.529924,9109.829439
2897,562.1316,6.25,197257.9903,24148.02635,17552.2765,18413.55326,16298.14033,14526.29022,14564.68718,15604.09459,15524.68181,197257.9903
2898,838.4336,11.55,15613.14498,10362.8087,7115.501389,5760.990555,2758.380763,2347.995261,2643.938933,2005.42699,1679.891602,15613.14498
2899,509.1018,5.82,17777.75523,16962.08199,16714.45894,14042.15905,8280.67061,6930.68682,5739.55436,5698.714261,6743.288715,17777.75523
2900,308.1984,14.97,1,10966.97772,18493.00434,28239.38272,23443.79042,20625.85985,20716.52357,20681.67696,13192.80734,1
2901,416.1313,4.93,10419.53286,14434.78471,7931.930578,4201.153065,1895.769905,3233.995605,2576.078638,1953.64873,1531.351887,10419.53286
2902,458.2149,6.28,74974.16203,35513.29217,10594.18177,3253.282156,1814.662451,2585.051395,2260.689688,2369.242514,2325.924242,74974.16203
2903,740.2156,4.03,15986.59717,18452.95362,23712.55878,21673.07842,26851.78534,13533.86499,7738.781793,7021.686825,15864.60346,15986.59717
2904,302.0423,4.37,2160.960918,2694.196024,1,3457.473805,3170.66285,9068.637197,15209.13227,22115.38008,22208.81835,2160.960918
2905,265.9348,0.77,12612.48633,15031.4248,13307.99219,14003.84961,14740.90527,12313.10547,13815.5791,12697.89844,11181.3623,12612.48633
2906,912.4678,10.78,13185.33779,18791.27854,14840.17045,8129.437282,6592.728085,5436.606126,3943.269223,2649.01979,1522.266841,13185.33779
2907,489.0401,2.64,17188.66357,4829.45111,1463.185025,1,1,1,1,1,1,17188.66357
2908,234.1103,2.43,11899.29482,9254.057388,4946.598585,2499.546143,1,1194.817383,1,1,1,11899.29482
2909,1000.5589,12.87,147269.6847,78705.8479,35925.54681,1,13833.92021,13249.09947,9874.534604,8602.161415,7782.383522,147269.6847
2910,710.1679,5.02,18175.45667,4328.324414,2317.292578,2184.912521,2483.159468,2452.800508,2081.416679,2352.622276,1449.108154,18175.45667
2911,456.0356,4.8,17215.3896,16025.56441,9264.04691,3901.846438,1922.734788,1578.51782,1429.59805,1709.641234,2074.033936,17215.3896
2912,288.1724,8.69,1431.321899,31663.28226,48684.45966,47137.39896,25901.55237,13980.21055,8906.349889,5417.239144,5746.523546,1431.321899
2913,147.0531,4.09,9668.915202,90525.63482,172738.4014,150558.0593,98687.24219,72955.71969,63301.22706,61527.60509,63531.88809,9668.915202
2914,160.0373,1.75,9851.149794,13461.87645,11829.40235,10691.41248,6901.38678,5540.409851,3425.820429,2881.120696,2077.350255,9851.149794
2915,1054.5466,11.27,25195.73171,21810.78117,16195.05618,24401.3251,19167.42919,15225.53844,11392.33067,9079.796171,7069.646276,25195.73171
2916,680.3399,11.16,16997.37258,9039.602167,14767.80253,9507.103749,13740.41174,7189.394633,3980.607865,1912.560683,2721.149931,16997.37258
2917,522.2296,5.7,13451.16569,3820.57526,3467.397207,3312.468982,2262.41701,2489.227722,2768.056782,2574.407492,2062.924995,13451.16569
2918,306.183,11.21,8910.582443,5832.694627,5699.134106,8439.038097,9180.289919,11132.84905,10655.94643,9718.16623,7121.778996,8910.582443
2919,828.4408,13.41,33025.51962,22470.8631,26848.37252,21264.41198,7580.515988,4920.201869,4575.735732,6158.630861,3301.094453,33025.51962
2920,867.2696,3.9,16447.6042,18322.13297,16750.01275,12427.92558,7708.409511,7875.374184,6471.707708,5012.59847,5866.556436,16447.6042
2921,388.0634,5.02,16370.81012,4644.669434,2947.557861,2285.959229,1357.863531,1271.469546,1211.760376,1,1370.146464,16370.81012
2922,859.3618,3.71,10407.83032,6421.363281,2197.40918,1,1040.631104,1,1,1,1,10407.83032
2923,646.1292,3.93,65674.9438,1,1,2530.049353,1,1,1,1,2232.022865,65674.9438
2924,592.3606,13.93,23005.5907,6715.170418,1278.1222,1,1,1457.287337,1,1,1,23005.5907
2925,536.1522,4.92,19241.43822,9529.016565,28924.51533,7375.892536,12593.24564,7441.181409,5318.433551,6196.559774,2408.138565,19241.43822
2926,549.8593,0.78,15543.18848,11391.44629,11083.24219,13276.27637,12929.30762,15016.19922,14735.31543,13622.00195,14659.875,15543.18848
2927,678.1392,3.39,13574.38316,8599.053456,4139.488692,2733.776779,2452.441398,3116.819619,1,1,1,13574.38316
2928,246.0505,0.99,14367.10293,12736.38422,11045.19248,8733.360758,9228.466488,9387.951793,10142.76327,9470.527191,9983.903069,14367.10293
2929,550.2984,6.3,16240.11391,39767.95706,36993.95162,35695.24365,26046.63219,15198.0397,6984.485529,4791.921397,5250.789762,16240.11391
2930,492.2476,10.48,33973.827,7655.927766,10656.60281,15721.41295,10002.251,11091.46652,7857.422553,9626.079698,3538.484545,33973.827
2931,159.9857,21.25,12469.83257,13726.79102,15018.9873,14451.04395,14482.23242,12430.28125,15891.17871,16767.57617,16588.15039,12469.83257
2932,468.9125,2.25,3477.988037,1,1,1,1,1,1,1,1,3477.988037
2933,508.2877,5.89,13979.64437,19489.01001,18974.65928,16803.27599,14881.86377,6290.445922,4030.795016,2777.557626,3565.607693,13979.64437
